id|course_id|grade
66|7|7
66|7|6
66|7|11.5
66|7|9
66|7|8
66|1|12.4
66|1|6.6
66|1|12.5
66|1|9.5
66|1|8.7
66|9|14.8
66|9|14.7
66|9|18.5
66|9|14.6
66|4|10
66|4|8.5
66|4|12.5
66|4|11
66|4|11
66|4|10.5
66|10|7
66|10|7
66|10|7
66|8|4
66|8|13.25
66|8|7.25
66|8|2.75
66|8|3.25
66|8|10.5
66|8|12.75
66|8|9.25
66|8|7.75
66|2|16.5
66|2|11
66|2|9
66|2|7
74|3|13
74|3|9
74|3|13.5
74|3|11.5
74|3|13.25
74|3|9
74|3|9.75
74|3|10.5
74|3|13.5
74|5|6.5
74|5|7.5
74|5|11.5
74|5|unknown
74|5|9
74|5|12
74|5|8.5
74|6|13.75
74|6|8.5
74|6|12.75
74|6|12.5
74|6|13.5
74|6|10.25
74|6|11
74|7|12.5
74|7|8
74|7|8.5
74|7|9.5
74|7|5.5
74|7|unknown
74|7|10
74|7|8.5
74|1|11
74|1|9.9
74|1|6.6
74|1|9.5
74|1|8.8
74|9|14.3
74|9|12.8
74|9|11
74|9|18.6
74|4|10
74|4|11.5
74|4|15
74|4|10.5
74|4|12
74|4|11
74|10|8
74|10|8
74|10|8
74|8|10.5
74|8|15.75
74|8|11.75
74|8|13
74|8|10.25
74|8|6.75
74|8|10.75
74|8|13
74|2|12
74|2|14.5
74|2|13.5
90|3|8.5
90|3|11
90|3|13.75
90|3|9.75
90|3|12.5
90|3|12.5
90|3|10.75
90|3|10.75
90|5|14.5
90|5|6
90|5|10
90|5|6
90|5|8
90|5|6
90|5|9
90|6|10.5
90|6|10.25
90|6|12.25
90|6|14.25
90|6|16.5
90|6|11.75
90|6|15.25
90|7|7.5
90|7|8
90|7|5
90|7|7.5
90|7|13
90|7|8.5
90|7|8
90|7|6.5
90|1|8.4
90|1|7.5
90|1|6.4
90|1|10.6
90|1|7.1
90|9|14.6
90|9|19.3
90|9|11.6
90|9|16.9
90|4|13
90|4|11
90|4|12.5
90|4|10
90|4|12
90|4|11.5
90|10|8
90|10|8
90|10|7
90|8|14.5
90|8|12.5
90|8|unknown
90|8|12.5
90|8|5.75
90|8|11.25
90|8|10.25
90|8|9
90|8|8.75
90|2|12.5
90|2|11.5
90|2|15
90|2|11
130|3|11
130|3|9.75
130|3|10
130|3|10.25
130|3|11.25
130|3|12.75
130|3|12.5
130|3|12.5
130|5|12
130|5|10
130|5|6
130|5|8
130|5|6.5
130|5|13
130|5|10
130|6|10.25
130|6|10.5
130|6|12.25
130|6|17.25
130|6|11.75
130|6|9
130|6|11.25
130|7|8
130|7|10
130|7|11.5
130|7|10
130|7|10
130|7|7
130|7|8.5
130|1|9.1
130|1|7.7
130|1|8.3
130|1|7.2
130|1|5.3
130|9|12.7
130|9|18.9
130|9|15
130|9|12.7
130|4|12.5
130|4|13
130|4|10.5
130|4|10.5
130|4|11
130|4|10.5
130|10|9
130|10|8
130|10|8
130|8|4.75
130|8|11.5
130|8|5.25
130|8|10.75
130|8|7.75
130|8|1
130|8|8.25
130|8|6.5
130|8|6.75
130|2|17
130|2|6
130|2|11
130|2|13
132|3|13.25
132|3|12
132|3|10.75
132|3|9.75
132|3|10
132|3|8.75
132|3|12.25
132|3|9.25
132|3|11
132|5|unknown
132|5|10
132|5|12.5
132|5|5.5
132|5|10.5
132|5|7.5
132|5|2
132|6|11.25
132|6|12.25
132|6|9.5
132|6|12.75
132|6|15.25
132|6|11.75
132|6|8.5
132|7|6.5
132|7|7.5
132|7|5.5
132|7|8
132|7|9.5
132|7|10.5
132|7|13.5
132|7|6.5
132|1|4.2
132|1|5.7
132|1|9.2
132|1|7.3
132|1|8
132|9|15
132|9|11.4
132|9|13.1
132|9|14.3
132|4|14
132|4|11.5
132|4|11
132|4|9.5
132|4|10.5
132|4|13
132|10|8
132|10|6
132|10|8
132|8|13.25
132|8|7.25
132|8|8.75
132|8|12.25
132|8|8.75
132|8|6.75
132|8|10.5
132|8|7.25
132|8|11.5
132|2|11
132|2|16
132|2|10
132|2|9.5
141|3|8.5
141|3|9.5
141|3|12.75
141|3|14.75
141|3|10.5
141|3|10.25
141|3|14.75
141|3|13
141|3|14.5
141|5|10
141|5|4.5
141|5|8
141|5|6.5
141|5|10.5
141|5|10
141|5|8.5
141|6|11.5
141|6|12
141|6|14.25
141|6|9.75
141|6|11.75
141|6|13.75
141|6|8.75
141|7|7
141|7|8.5
141|7|7
141|7|10.5
141|7|5
141|7|7.5
141|1|6.1
141|1|10.5
141|1|9.9
141|1|8.1
141|1|6.4
141|9|12.2
141|9|14.5
141|9|14.1
141|9|14.2
141|4|10
141|4|11
141|4|11
141|4|11
141|4|9.5
141|4|11.5
141|10|8
141|10|8
141|10|7
141|8|8
141|8|10.25
141|8|11.5
141|8|4.75
141|8|16.25
141|8|4.75
141|8|9.25
141|8|8.5
141|2|13.5
141|2|9.5
141|2|16
141|2|17
150|3|15.25
150|3|12.75
150|3|11.25
150|3|9.75
150|3|8.25
150|3|12
150|3|13.5
150|3|9.75
150|3|11.5
150|5|7
150|5|10
150|5|9
150|5|9.5
150|5|7.5
150|5|5
150|5|7
150|6|12
150|6|7.75
150|6|11.25
150|6|10
150|6|4.5
150|6|11
150|6|13.75
150|7|9.5
150|7|7.5
150|7|10.5
150|7|unknown
150|7|9
150|7|12
150|7|8.5
150|1|10.3
150|1|12.3
150|1|9.3
150|1|7.5
150|1|7.7
150|9|14.5
150|9|15.2
150|9|14.1
150|9|15.9
150|4|20
150|4|10
150|4|10.5
150|4|10.5
150|4|9.5
150|4|15.5
150|10|7
150|10|8
150|10|10
150|8|6.75
150|8|7
150|8|6.5
150|8|13.25
150|8|20
150|8|10
150|8|10.25
150|8|11.5
150|8|16
150|2|11.5
150|2|9
150|2|6
150|2|15.5
159|3|11.75
159|3|9.5
159|3|12.25
159|3|11.75
159|3|11.5
159|3|13
159|3|10.5
159|3|11
159|3|14.75
159|5|11.5
159|5|8.5
159|5|11.5
159|5|9
159|5|5
159|5|8.5
159|5|9
159|6|3.75
159|6|10.5
159|6|11.5
159|6|13
159|6|20
159|6|10.75
159|6|12.75
159|7|7
159|7|7.5
159|7|5.5
159|7|9
159|7|12
159|7|6.5
159|7|9
159|7|10
159|1|8.5
159|1|6.3
159|1|10.6
159|1|7.9
159|1|7.3
159|9|9.1
159|9|16.1
159|9|14.4
159|9|12.3
159|4|8.5
159|4|15.5
159|4|9.5
159|4|7.5
159|4|8.5
159|4|14
159|10|8
159|10|9
159|10|7
159|8|8.25
159|8|3
159|8|4.5
159|8|8.25
159|8|11.25
159|8|8.25
159|8|11.25
159|8|7.5
159|8|13
159|2|11.5
159|2|12.5
159|2|8.5
159|2|20
180|3|11
180|3|11.75
180|3|12.25
180|3|11.5
180|3|12
180|3|9.75
180|3|12.75
180|3|10.5
180|3|10.25
180|5|8.5
180|5|10.5
180|5|6
180|5|6
180|5|unknown
180|5|7
180|5|13
180|6|9.75
180|6|12
180|6|10.25
180|6|9
180|6|12.75
180|6|12
180|6|9.5
180|7|7.5
180|7|12.5
180|7|9.5
180|7|4.5
180|7|10
180|7|6
180|7|10.5
180|7|5.5
180|1|14.1
180|1|8.6
180|1|9
180|1|4.8
180|1|6
180|9|12.8
180|9|14.4
180|9|11.8
180|9|13.3
180|4|12
180|4|13
180|4|11
180|4|9
180|4|9.5
180|4|13
180|10|6
180|10|8
180|10|8
180|8|11
180|8|11.25
180|8|11.5
180|8|12
180|8|7.75
180|8|7.25
180|8|7.5
180|8|13
180|8|9
180|2|13.5
180|2|8
180|2|14.5
180|2|11
190|3|14.75
190|3|13.75
190|3|12.5
190|3|14
190|3|12
190|3|11.25
190|3|11.75
190|3|7
190|3|12
190|5|9.5
190|5|12
190|5|11.5
190|5|10
190|5|9.5
190|5|11
190|5|11.5
190|6|10.25
190|6|14.25
190|6|10
190|6|8
190|6|14
190|6|15.5
190|6|14.25
190|7|6
190|7|4.5
190|7|6
190|7|11
190|7|8.5
190|7|10.5
190|7|7
190|1|6
190|1|7.2
190|1|4.7
190|1|9.5
190|1|3.5
190|9|14
190|9|16.3
190|9|13
190|9|11.8
190|4|12.5
190|4|8
190|4|14.5
190|4|13
190|4|11
190|10|11
190|10|8
190|10|8
190|8|9.75
190|8|10.5
190|8|19.75
190|8|12
190|8|8.75
190|8|12.25
190|8|14.25
190|8|6.75
190|8|2.25
190|2|12
190|2|13
190|2|13
190|2|20
194|3|13.25
194|3|9.25
194|3|14.75
194|3|11.75
194|3|12.75
194|3|13
194|3|14.25
194|3|10.25
194|3|11
194|5|7
194|5|9.5
194|5|8.5
194|5|4
194|5|7.5
194|5|7.5
194|6|11.5
194|6|9.75
194|6|11.75
194|6|10.5
194|6|13.5
194|6|11.25
194|6|14.5
194|7|5
194|7|6.5
194|7|13.5
194|7|11.5
194|7|9.5
194|7|7
194|7|9
194|1|9.7
194|1|10.4
194|1|6.6
194|1|8.6
194|1|8.3
194|9|17.2
194|9|11.9
194|9|13.5
194|9|14.8
194|4|12
194|4|11.5
194|4|7.5
194|4|9
194|4|10.5
194|4|12
194|10|5
194|10|10
194|10|7
194|8|4.75
194|8|6.75
194|8|8.75
194|8|9.75
194|8|11.25
194|8|10.5
194|8|5.5
194|8|9.75
194|8|9
194|2|15
194|2|11
194|2|13.5
194|2|15.5
216|3|10.75
216|3|10.25
216|3|11
216|3|8
216|3|13.5
216|3|11
216|3|7.75
216|3|14.75
216|3|13
216|5|10.5
216|5|7.5
216|5|5.5
216|5|9
216|5|13.5
216|5|7.5
216|5|6
216|6|15.25
216|6|10.5
216|6|11.25
216|6|8.75
216|6|10.75
216|6|12.5
216|6|8
216|7|7.5
216|7|6.5
216|7|7.5
216|7|7.5
216|7|8
216|7|11.5
216|7|7.5
216|7|11.5
216|1|5.8
216|1|12.2
216|1|4.2
216|1|5.2
216|1|6.4
216|9|16.9
216|9|17.1
216|9|13.9
216|4|10.5
216|4|10
216|4|12
216|4|14
216|4|9.5
216|4|9
216|10|8
216|10|7
216|10|8
216|8|14.25
216|8|10.75
216|8|9.5
216|8|9.75
216|8|12.75
216|8|8.5
216|8|7
216|8|9.25
216|2|11.5
216|2|16
216|2|15
216|2|15
252|3|9.5
252|3|11.75
252|3|11.5
252|3|11.25
252|3|9.75
252|3|10
252|3|10
252|3|13
252|3|9.75
252|5|8
252|5|6
252|5|16.5
252|5|11.5
252|5|6.5
252|5|5
252|5|4.5
252|6|11
252|6|14
252|6|10
252|6|16.75
252|6|10.5
252|6|12.75
252|6|11.75
252|7|7
252|7|7
252|7|7.5
252|7|6.5
252|7|9.5
252|7|9.5
252|7|7
252|7|8.5
252|1|7.5
252|1|13.2
252|1|7.5
252|1|6.7
252|1|7.1
252|9|13.7
252|9|17
252|9|13.1
252|9|12.8
252|4|14
252|4|11.5
252|4|13
252|4|9.5
252|4|15.5
252|4|11.5
252|10|9
252|10|8
252|10|11
252|8|16
252|8|8.5
252|8|11
252|8|11.25
252|8|11.75
252|8|9.5
252|8|9.75
252|8|15
252|8|6.25
252|2|11.5
252|2|17.5
252|2|13
252|2|12
304|3|16.75
304|3|12.5
304|3|13.25
304|3|11.25
304|3|10.25
304|3|13.5
304|3|11.25
304|3|9.5
304|3|13.75
304|5|5
304|5|9
304|5|7.5
304|5|10
304|5|10
304|5|5
304|6|7.25
304|6|12.75
304|6|12
304|6|12
304|6|15.25
304|6|9.25
304|6|12.25
304|7|10
304|7|10
304|7|8
304|7|9.5
304|7|6
304|7|12.5
304|7|7
304|1|7.2
304|1|12
304|1|9.7
304|1|8.2
304|1|7.3
304|9|13.2
304|9|17.1
304|9|13.7
304|9|16.4
304|4|9
304|4|10
304|4|10.5
304|4|12.5
304|4|7
304|4|8
304|10|7
304|10|7
304|10|7
304|8|6.5
304|8|11.75
304|8|3.75
304|8|12
304|8|5.5
304|8|9
304|8|9.25
304|2|11.5
304|2|12.5
304|2|13
304|2|10.5
318|3|13
318|3|9.75
318|3|15
318|3|14.5
318|3|14.5
318|3|15
318|3|12.5
318|3|9.75
318|3|11.5
318|5|8.5
318|5|7
318|5|12.5
318|5|7.5
318|5|12
318|5|10
318|5|11
318|6|9
318|6|14.75
318|6|14.25
318|6|16
318|6|13.5
318|6|15.5
318|6|10
318|7|12
318|7|7.5
318|7|8
318|7|8
318|7|12
318|7|8
318|7|9
318|7|8
318|1|9.6
318|1|6.2
318|1|13.3
318|1|10.2
318|1|10.7
318|9|15
318|9|unknown
318|9|11.5
318|9|13.3
318|4|10.5
318|4|10.5
318|4|7
318|4|9.5
318|4|7
318|10|8
318|10|10
318|10|7
318|8|11.75
318|8|9.5
318|8|2.75
318|8|5
318|8|7.75
318|8|8
318|8|10.25
318|8|9.75
318|8|6.25
318|2|5
318|2|19.5
318|2|20
318|2|13
332|3|14.25
332|3|11
332|3|13.25
332|3|11.5
332|3|10.25
332|3|12.5
332|3|10.5
332|3|15
332|3|12.25
332|5|11
332|5|15
332|5|11
332|5|9.5
332|5|11.5
332|5|3
332|5|12
332|6|14.75
332|6|5.25
332|6|13.25
332|6|15.5
332|6|10.75
332|6|15.5
332|6|12.25
332|7|9.5
332|7|7
332|7|10
332|7|5.5
332|7|8.5
332|7|9
332|7|13
332|7|9.5
332|1|6.4
332|1|8.7
332|1|9.9
332|1|5.2
332|1|9.3
332|9|16.3
332|9|13.8
332|9|16.9
332|9|12.6
332|4|7
332|4|12
332|4|9.5
332|4|7.5
332|4|12.5
332|4|13
332|10|7
332|10|7
332|8|10.25
332|8|11.5
332|8|7.25
332|8|10.5
332|8|3.75
332|8|14
332|8|10.5
332|2|17.5
332|2|11
332|2|10.5
332|2|5.5
355|3|10.75
355|3|12
355|3|11
355|3|8
355|3|11.25
355|3|12.75
355|3|13.25
355|3|14.5
355|3|14
355|5|10.5
355|5|5
355|5|5.5
355|5|9.5
355|5|9.5
355|5|7
355|5|10.5
355|6|11.5
355|6|14.75
355|6|12
355|6|13.75
355|6|6.25
355|6|9
355|7|6.5
355|7|7.5
355|7|10
355|7|10.5
355|7|7.5
355|7|11
355|7|6
355|7|5.5
355|1|8
355|1|13
355|1|9.9
355|1|10.6
355|1|11.5
355|9|18.6
355|9|14.7
355|9|11.6
355|9|15.5
355|4|9.5
355|4|10.5
355|4|11
355|4|6.5
355|4|7.5
355|4|9
355|10|6
355|10|8
355|10|6
355|8|4.5
355|8|10.5
355|8|6.5
355|8|10.25
355|8|7.5
355|8|4.5
355|8|13.25
355|8|12.75
355|8|9.25
355|2|17
355|2|16
355|2|12.5
355|2|5
365|3|11.5
365|3|11.25
365|3|15
365|3|15.25
365|3|16.25
365|3|12.75
365|3|13.75
365|3|13.75
365|3|12.75
365|5|6
365|5|11
365|5|11.5
365|5|10.5
365|5|7.5
365|5|7.5
365|5|12.5
365|6|15.75
365|6|13.75
365|6|8.5
365|6|13.5
365|6|12
365|6|11.25
365|6|13.75
365|7|11
365|7|11
365|7|11.5
365|7|8
365|7|7.5
365|7|6
365|7|8.5
365|1|14.6
365|1|8.2
365|1|9.3
365|1|9.8
365|1|10.2
365|9|14.8
365|9|14.7
365|9|17.6
365|9|13.6
365|4|10.5
365|4|10.5
365|4|14
365|4|11
365|4|9
365|4|11.5
365|10|9
365|10|9
365|10|10
365|8|11.5
365|8|14.5
365|8|13.75
365|8|14.5
365|8|12.25
365|8|6.75
365|8|8.5
365|8|9.5
365|8|7.75
365|2|15
365|2|13
365|2|12.5
365|2|12.5
377|3|12.25
377|3|11.75
377|3|9
377|3|11.25
377|3|11.75
377|3|7.5
377|3|11.25
377|3|11.5
377|3|10.25
377|5|5
377|5|3.5
377|5|12.5
377|5|10.5
377|5|7.5
377|5|9
377|5|8
377|6|16.25
377|6|12.25
377|6|13.25
377|6|15.25
377|6|14.75
377|6|20
377|6|10.5
377|7|12
377|7|13.5
377|7|8
377|7|7.5
377|7|10.5
377|7|5
377|7|7
377|7|6.5
377|1|5.6
377|1|6.8
377|1|9
377|9|15.2
377|9|14.6
377|9|16.3
377|4|5.5
377|4|9
377|4|9
377|4|11.5
377|4|9.5
377|4|12
377|10|9
377|10|8
377|10|6
377|8|7.75
377|8|10
377|8|11.5
377|8|11
377|8|11.75
377|8|12.5
377|8|7.75
377|8|6.5
377|8|3.25
377|2|10.5
377|2|13
377|2|10
377|2|6.5
396|3|14
396|3|10.25
396|3|15.5
396|3|14.25
396|3|9.5
396|3|9.75
396|3|12.25
396|3|11.75
396|3|11.75
396|5|9
396|5|10.5
396|5|7
396|5|12
396|5|8.5
396|5|9
396|6|12.75
396|6|13.25
396|6|11
396|6|9.25
396|6|16
396|6|14.5
396|7|3
396|7|6.5
396|7|13
396|7|9
396|7|7.5
396|7|7
396|7|7
396|7|12
396|1|6.7
396|1|9.7
396|1|4.1
396|1|7.3
396|1|9.9
396|9|20
396|9|14.7
396|9|13.3
396|9|11.9
396|4|7
396|4|11.5
396|4|12.5
396|4|11.5
396|4|7.5
396|4|9
396|10|5
396|10|7
396|8|15
396|8|7.25
396|8|15
396|8|9.75
396|8|3.75
396|8|7.25
396|8|8.75
396|8|7
396|8|7.5
396|2|13.5
396|2|11
396|2|11.5
396|2|14
413|3|11
413|3|9.75
413|3|12.75
413|3|12.5
413|3|12.25
413|3|14.75
413|3|15.75
413|3|12.75
413|3|16
413|5|11
413|5|5.5
413|5|6.5
413|5|8.5
413|5|16
413|5|12
413|6|13
413|6|14.5
413|6|10.75
413|6|15.25
413|6|14
413|6|11
413|6|8.25
413|7|13.5
413|7|8
413|7|10.5
413|7|11
413|7|7
413|7|9.5
413|7|10
413|7|9.5
413|1|5.4
413|1|6.4
413|1|9.4
413|1|9.3
413|1|8.5
413|9|15.7
413|9|14.8
413|9|13
413|9|16.2
413|4|12.5
413|4|9.5
413|4|8
413|4|9
413|4|4.5
413|4|8.5
413|10|8
413|10|7
413|10|6
413|8|9.5
413|8|14
413|8|10
413|8|8
413|8|10.5
413|8|0
413|8|8.75
413|8|7.75
413|8|5.5
413|2|11.5
413|2|18
413|2|12
413|2|12
482|3|8.75
482|3|8.75
482|3|10.5
482|3|12.75
482|3|12.5
482|3|11.25
482|3|14.5
482|3|11.5
482|3|11.75
482|5|9
482|5|10.5
482|5|8
482|5|6.5
482|5|10.5
482|5|9
482|5|9
482|6|17.25
482|6|13.25
482|6|14.75
482|6|9.75
482|6|11.5
482|6|9.75
482|6|13.25
482|7|10.5
482|7|10
482|7|6
482|7|10
482|7|10.5
482|7|5.5
482|7|10
482|7|8
482|1|12.9
482|1|8.4
482|1|10.5
482|1|4.8
482|1|6
482|9|15.5
482|9|15.1
482|9|14.6
482|4|10
482|4|8.5
482|4|10.5
482|4|10.5
482|4|12
482|4|13
482|10|8
482|10|9
482|10|8
482|8|10.25
482|8|14
482|8|10.5
482|8|10.25
482|8|5.5
482|8|7.5
482|8|13
482|8|15
482|8|10.75
482|2|18
482|2|16
482|2|14.5
482|2|15
505|3|11.25
505|3|12.5
505|3|11.5
505|3|17.25
505|3|13.75
505|3|16.75
505|3|15.5
505|3|9.75
505|3|12.5
505|5|12
505|5|10.5
505|5|11.5
505|5|11
505|5|11
505|5|15.5
505|5|7
505|6|13.25
505|6|unknown
505|6|13.25
505|6|19.25
505|6|12
505|6|10.75
505|6|10.25
505|7|7.5
505|7|11
505|7|8.5
505|7|12.5
505|7|10.5
505|7|5.5
505|7|10.5
505|1|7.7
505|1|3.8
505|1|9
505|1|4.2
505|1|unknown
505|9|16.4
505|9|13.5
505|9|16.2
505|9|14
505|4|7
505|4|11
505|4|5
505|4|10.5
505|4|8
505|4|12
505|10|8
505|10|9
505|10|7
505|8|15.75
505|8|11
505|8|unknown
505|8|5.5
505|8|6.25
505|8|6.75
505|8|8
505|8|9.5
505|8|3
505|2|11
505|2|12
505|2|14.5
505|2|14
511|3|12
511|3|13
511|3|10.75
511|3|10.5
511|3|11.25
511|3|6.75
511|3|10
511|3|11.75
511|3|11.25
511|5|8.5
511|5|6
511|5|11.5
511|5|6.5
511|5|8
511|5|7.5
511|5|11.5
511|6|10.5
511|6|8.25
511|6|11.75
511|6|12
511|6|8
511|6|9.75
511|7|3.5
511|7|11.5
511|7|9
511|7|8.5
511|7|7
511|7|8
511|7|10
511|7|9
511|1|4
511|1|5.4
511|1|4.1
511|1|7.4
511|1|8.2
511|9|12.1
511|9|13.2
511|9|13.4
511|9|19.1
511|4|7
511|4|13.5
511|4|11
511|4|11.5
511|4|10
511|4|7
511|10|7
511|10|7
511|10|7
511|8|7.5
511|8|13
511|8|8
511|8|13
511|8|14
511|8|7.75
511|8|15.25
511|8|9.25
511|8|7.5
511|2|14
511|2|12.5
511|2|20
567|3|12.25
567|3|13.25
567|3|10.25
567|3|10.5
567|3|12.25
567|3|12.5
567|3|14
567|3|12.5
567|5|8
567|5|7.5
567|5|11.5
567|5|8.5
567|5|8.5
567|5|5.5
567|5|7
567|6|15.25
567|6|12.75
567|6|10.5
567|6|10.25
567|6|9.25
567|6|12
567|6|11.75
567|7|11.5
567|7|8.5
567|7|5.5
567|7|7.5
567|7|10
567|7|7
567|7|7
567|1|6.8
567|1|10
567|1|6.2
567|1|8.5
567|1|5.4
567|9|9.7
567|9|11.6
567|9|15.1
567|9|16.5
567|4|11
567|4|8.5
567|4|11.5
567|4|10
567|4|15
567|4|9.5
567|10|6
567|10|8
567|10|7
567|8|8
567|8|11.75
567|8|10.5
567|8|11.5
567|8|7.5
567|8|11.5
567|8|9.75
567|8|8.75
567|8|9.25
567|2|16
567|2|10
567|2|14
567|2|20
597|3|12.75
597|3|7.75
597|3|12.5
597|3|8.75
597|3|11.25
597|3|10.5
597|3|11.75
597|3|10.5
597|5|9.5
597|5|7
597|5|5.5
597|5|7
597|5|10.5
597|5|10
597|6|13
597|6|13.75
597|6|11
597|6|12.75
597|6|12
597|6|8
597|6|10.5
597|7|7.5
597|7|6
597|7|9
597|7|8
597|7|13.5
597|7|9
597|7|5
597|7|8
597|1|11.4
597|1|9.3
597|1|10.9
597|1|8.9
597|1|6.9
597|9|15.3
597|9|13.4
597|9|12.7
597|9|17.1
597|4|11
597|4|14.5
597|4|8
597|4|8.5
597|4|12.5
597|4|13
597|10|9
597|10|5
597|10|9
597|8|11.25
597|8|10.25
597|8|12.25
597|8|8.25
597|8|8.5
597|8|13.75
597|8|9.75
597|8|7
597|8|11
597|2|6
597|2|8.5
597|2|16
597|2|6
624|3|15.25
624|3|10
624|3|15.25
624|3|8.75
624|3|11
624|3|11
624|3|12.75
624|3|12.5
624|3|14.25
624|5|11
624|5|7.5
624|5|7.5
624|5|11
624|5|10
624|5|8.5
624|5|5
624|6|13.5
624|6|15.75
624|6|16.25
624|6|10
624|6|14.25
624|6|12.5
624|6|10.75
624|7|8.5
624|7|10.5
624|7|6
624|7|unknown
624|7|8.5
624|7|8.5
624|7|9
624|7|9
624|1|11.7
624|1|6
624|1|11.2
624|1|9.9
624|1|9
624|9|15.6
624|9|11.2
624|9|16.8
624|9|17.4
624|4|11.5
624|4|12
624|4|9
624|4|12
624|4|10
624|10|9
624|10|8
624|10|7
624|8|8.5
624|8|9.25
624|8|3.75
624|8|11.75
624|8|9.25
624|8|8.25
624|8|10.5
624|8|11.25
624|8|6
624|2|10
624|2|15
624|2|12.5
624|2|14.5
663|3|8.75
663|3|11.75
663|3|9.5
663|3|14.5
663|3|12.75
663|3|12.5
663|3|14.5
663|3|10.25
663|3|11.25
663|5|4.5
663|5|9.5
663|5|5
663|5|9
663|5|8.5
663|5|7
663|5|9.5
663|6|10.5
663|6|14
663|6|7.5
663|6|15.75
663|6|7.75
663|6|11.5
663|6|12.5
663|7|15
663|7|11.5
663|7|9
663|7|8.5
663|7|10.5
663|7|7.5
663|7|7
663|7|11
663|1|7.6
663|1|5.2
663|1|9.8
663|1|7
663|1|6.5
663|9|15.3
663|9|16.9
663|9|17.6
663|9|14.6
663|4|11
663|4|11
663|4|8
663|4|8
663|4|16.5
663|4|8
663|10|7
663|10|8
663|10|10
663|8|10.5
663|8|8
663|8|6.25
663|8|14.25
663|8|4.25
663|8|12.75
663|8|7.75
663|8|7.25
663|8|13
663|2|14.5
663|2|11
663|2|6.5
663|2|11.5
692|3|10.25
692|3|11.5
692|3|13.75
692|3|10.5
692|3|11.75
692|3|13.75
692|3|15.5
692|3|11
692|5|5.5
692|5|8
692|5|10
692|5|9
692|5|12
692|5|1
692|5|8
692|6|13.25
692|6|11.75
692|6|12.75
692|6|6.75
692|6|9.75
692|6|12.25
692|6|15.5
692|7|9.5
692|7|7
692|7|7
692|7|9.5
692|7|5.5
692|7|8.5
692|7|7
692|7|9.5
692|1|10.7
692|1|6.9
692|1|7.3
692|1|7.1
692|1|4.5
692|9|unknown
692|9|11.9
692|9|12.7
692|9|16.8
692|4|10
692|4|5
692|4|9.5
692|4|12
692|4|16.5
692|4|10.5
692|10|6
692|10|9
692|10|9
692|8|16.5
692|8|12.5
692|8|10.5
692|8|14
692|8|6.25
692|8|7.75
692|8|4
692|8|7.25
692|8|6.25
692|2|11.5
692|2|12.5
692|2|12.5
692|2|11.5
695|3|11
695|3|7.75
695|3|11.25
695|3|12.25
695|3|9.75
695|3|13
695|3|12
695|3|14
695|3|11.5
695|5|9.5
695|5|13.5
695|5|9
695|5|13.5
695|5|7
695|5|4.5
695|5|9.5
695|6|11
695|6|8.5
695|6|13.5
695|6|13.25
695|6|16
695|6|9.25
695|6|9.75
695|7|4.5
695|7|6.5
695|7|10
695|7|6
695|7|8
695|7|4.5
695|7|10.5
695|7|9.5
695|1|13.2
695|1|8.9
695|1|5.2
695|1|7.3
695|9|13.8
695|9|11.5
695|9|13.8
695|9|16.9
695|4|9.5
695|4|8.5
695|4|13.5
